Unnamed: 0,PID,X,age,choice_strategy,clear_instructions,dominant_hand,gender,keys,learning_strategy,race.x,race.y,American.Indian.or.Alaska.Native,Asian,Black.or.African.American,Decline.to.answer,Hispanic.or.Latino,Native.Hawaiian.or.Other.Pacific.Islander,White,version,key_acc,test_acc,training_acc
978,91172,969,29,I judged based off the correct guesses I made,no,Right,Female,First image,Remembered the right images in each pair,,,,,,,,,,250_Stims_1000_ISI,1,0.75,0.601398601398601
979,91180,970,32,Process of elimination over rounds,No,Right,Female,First image,seeing which ones overpowered the other,American Indian or Alaska NativeWhite,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.756972111553785,0.538461538461538
980,91212,971,32,I went with what I thought would be worth more and then adjusted my answer over time by memorizing the right ones,nope,Right,Male,First image,I tried to memorize what image was the right one to pick for each pairing I did not do that great of a job worker id A3EG4C9T4F5DUR,,,,,,,,,,250_Stims_1000_ISI,1,0.637450199203187,0.514084507042254
982,91251,973,25,I decided to take a good guess and go with the best option,No everything was clear to me,Right,Female,First image,I saw what pairs I had already chosen and went for the best one,Hispanic or Latino,Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,0,0.414342629482072,0.553191489361702
983,91421,974,30,I learned the patterns and figured out which one beat the other one,,Right,Male,Second image,I tried to remember the headtohead comparisons and apply them,AsianWhite,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.932539682539683,0.713286713286713
985,91569,976,30,I chose random The hippie swirl color was the popular choice ,no,Right,Female,First image,I chose randomly ,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,0,0.609561752988048,0.475524475524476
987,91769,978,21,I understood the order from top to bottom based on which color or design the circles were Top was rainbow then green diamond purple gold dark blue light blue Choosing the item to choose came down to which circle was ranked higher in that order,Everything was clear,Right,Male,Second image,I ordered the circles with their design or color from rainbow to green diamond purple gold dark blue light blue,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.912350597609562,0.727272727272727
997,92546,988,31,At first I had literally no clue what was going on but I was getting a few correct After round one I put my brain on auto pilot and let my subconscious process what was happening I didnt think I just observed the pictures and let my brain figure it out It wasnt till round 4 or 5 when my conscious brain realized what I think was going on Its truly amazing what our subconscious brain figures out before we do What I think was going on with the images was if Im correct that they were numbered or ranked So I started asking myself Which is greater At first the plus sign confused me but I realized it was to be ignored and I just used it as a focal point for the image flashes If I was given those images and asked to stack them in order of importance I bet I could do it with some measure of accuracy Probably not perfect but still For example there was this monochromatic blue image with grid lines I think that one was the highest rank and there was a brown one that looked like animal print I think that one was lowest,Honestly I dont remember the instructions haha Other than the mechanics of the keys,Right,Female,First image,I stopped thinking I just used a round or two to observe the images and let my subconscious brain tell my hands what to do,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.797619047619048,0.597222222222222
999,92665,990,31,I tried to observe the patterns of right and wrong I noticed when I chose certain items against other certain items green over the orange diamond for example but honestly I just got very frustrated and discouraged the further I went in because I could not recall more than a few of the items,No,Right,Female,Second image,I tried to learn what items were right and wrong by observing and remembering the results I was shown when I gave specific answers but I know I didnt do well,AsianWhite,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.555555555555556,0.5
1000,92678,991,24,I learned the pattern and ranking of images and tried to memorize it,No,Left,Female,First image,I attempted to memorize the ranking of images,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.956349206349206,0.694444444444444
1001,92816,992,30,I tried to learn which ones dominated the other For example the cateye one was always a loser The pinkpurple swirl always won,No,Right,Male,First image,Trial and error I tried learning the associations between the imagines which ones trumped their counterpart THe first few rounds I could not figure out the pattern but it started to emerge,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.812749003984064,0.659722222222222
1002,92891,993,32,I tried to memorize in my head which ones were associated with green checks as I went through the study,No,Right,Male,Second image,Just remembering the colors and what was the right answer with each pairing,,,,,,,,,,250_Stims_1000_ISI,1,0.76984126984127,0.555555555555556
1003,92944,994,32,Mostly gut intuition then I tried to figure out the system but it was often too fast to think,It was hard to know at first what to choose,Left,Female,First image,Tried to give a logic based on past examples,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.625498007968127,0.454545454545455
1005,93174,996,29,I found which picture got the green check without fail and which picture would not always get the red x Then from there I would try which combination would be right or wrong and I finally figured out mostly all the patterns  ,no,Right,Male,First image,I found which picture got the green check without fail and which picture would not always get the red x Then from there I would try which combination would be right or wrong and I finally figured out mostly all the patterns  ,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.94047619047619,0.629370629370629
1013,93775,1004,30,learning the values of the paintings,none,Left,Male,First image,learning the keys then learning the values of the paintings,,,,,,,,,,250_Stims_1000_ISI,0,0.908730158730159,0.552447552447552
1018,94208,1009,35,Over time I developed a value and nickname of each picture Green was the best and what I referred to as Big Bang was last,Not at all,Right,Male,First image,There was a limited amount of pictures I gave them nicknames and values and has them versus one another in my mind The higher value wins I took until round 5 or 6 to lock it in,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.908730158730159,0.629370629370629
1019,94222,1010,32,Tried to find a pattern of which were correct in each group,no,Right,Female,First image,Tried to see if there was correct answers and adjust my choices based on that,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.529411764705882,0.58041958041958
1027,95103,1018,33,As I went through I started to notice patterns The one with the gold in the middle seemed to be the correct choice no matter what it was against with etc I started to recognize which choices seemed to beat others and I feel that I generally started getting more correct as time went on,No,Right,Male,Second image,Recognizing which choices seemed to beat others Pink beat green but orange beat pink etc I started to think about that as time passed,Hispanic or Latino,Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.80952380952381,0.566433566433566
1033,95436,1024,34,After a few rounds I figured out there was a hierarchy to which sets of color patterns were more correct than others  ,no,Right,Male,First image,I just noticed patterns to correct and incorrect answers,Asian,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.865079365079365,0.496503496503497
1036,95917,1027,34,random pick,,Right,Male,Second image,,,,,,,,,,,250_Stims_1000_ISI,1,0.551587301587302,0.5
1037,95922,1028,31,I built up a mental model Some symbols were never chosen while others were always chosen For the others you had to learn the relative value of each symbol,No I thought the instructions were clear,Right,Male,First image,I would say out loud green always beats blue and other such phrases ,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.888888888888889,0.629370629370629
1040,96009,1031,34,whichever I remembered that gave me a checkmark,none,Right,Female,Second image,I tried to remember patterns,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.506024096385542,0.524475524475524
1041,96097,1032,28,I tried to remember which one won the pair last time it was shown,No,Right,Male,Second image,I tried to recognize the pattern of which one would win,,,,,,,,,,250_Stims_1000_ISI,1,0.772908366533865,0.597222222222222
1044,96492,1035,22,I just found a certain pattern,No,Right,Male,First image,Pattern also pairs,,,,,,,,,,250_Stims_1000_ISI,1,0.583673469387755,0.454545454545455
1046,96603,1037,29,I chose randomly at the beginning and then looked for patterns in the feedback After receiving feedback I made up a story in my head with each symbol corresponding to an item or animal in the story based on what they looked like For example the scroll is very wise but Tiger eats scroll because he is strong while he guards the jewels big gold little gold and emeralds An impressionist painting is always worth more than a pop culture one I hope that makes sense ,I understood everything but had wished the keys were reversed as it would have been a bit easier to have the first shown as the D key as that is the way the keyboard is set up and would feel more intuitive ,Right,Female,Second image,I made up a story that matched the images to items in the story The blue item was a scroll there were one large piece of gold several smaller pieces an emerald two paintings which were the rainbow ones one valuable one not and a tiger I imagined the tiger was guarding the jewels and the order of the value of the jewels the expensive smoother painting behind that which was priceless The scroll was a super wise book but the tiger could eat it ,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.869047619047619,0.573426573426573
1049,96823,1040,24,If I could remember a pattern that previously worked Green is always correct yellow in the middle is always wrong Lighting is usually correct  Bright royal blue is usually correct,No,Right,Female,Second image,Memory of previous correct answers  I also tried not to think too much and just intuitively select the correct answer,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.829365079365079,0.542253521126761
1053,96950,1044,26,There seemed to be patterns in each round that were determined by the precedence and position of certain objects These patterns seemed to be reversed in some rounds Otherwise things felt preprogrammed to give a certain success rate each round,No,Right,Male,First image,See what worked in each round then in rounds where that strategy did not work reverse the logic,,,,,,,,,,250_Stims_1000_ISI,1,0.450199203187251,0.496503496503497
1054,96953,1045,27,I picked the item I remembered from previous choices was the correct answer for a given item pair,,Right,Other,Second image,I tried memorizing which image was correct for a given pair and tried my best to select the image when I saw the same pair again,Hispanic or Latino,Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.908730158730159,0.770833333333333
1056,97216,1047,20,i made little names in my head and over time learned what trumped what i kept getting mixed up with the pink and 2 blue ones for a bit so i kept repeating pink trumps water but yellow trumps pink in my head to make sure i wouldnt keep messing up those 3 by the end i had figured out the ranking system for the pictures,at first i was a bit confused as to what it meant by correct picture but i figured it out over time,Right,Female,First image,trial and error into learning the order of the photos and then trying to remember with phrases and names i made for the images example bluegreen siderweb trumps all rainbow trumps all but spider pink trumps water but blue yellow trumps pink everything trumps nubula etc,,,,,,,,,,250_Stims_1000_ISI,1,0.924603174603175,0.590277777777778
1061,97586,1052,23,I looked at the pattern for what was right or wrong and experimented until I knew what beat something else,No It worked out great,Left,Female,First image,I would find out what rank the pictures were and could know from there what could beat what and what would lose to everything else,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.906882591093117,0.692307692307692
1064,97805,1055,28,The first two trials I was mostly guessing but I started to notice a pattern Some of the images won vs others I then used the next trials to try to figure out the winners      nI came up with this list   n1 Star pink 2 Blue with yellow 3 Gold Circle 4 Yellow Tower 5 Pink circle 6 Green and 7 Blue Mushroom    n  nBy the end I tapped the K key and switched to D if a higher ranking photo showed up       ,the instructions were clear,Right,Male,Second image,I figured that the blue mushroom looking photo lost to everything so I tried to then figure out what the rest of the ranking was    nI also noticed the pink with a flash won everytime Then it was process of elimination for every color,Hispanic or Latino,Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.932270916334661,0.75177304964539
1066,97954,1057,31,I tried to figure out a pattern of which image was higher than another I would choose the highest image on the list It took a while to figure out which order the images went in ,No,Right,Female,First image,Finding a sequence of which images I thought of them from greatest to smallest And I would choose the highest image each time ,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.920634920634921,0.615384615384615
1067,98035,1058,33,Thinking about the pictures and deciding the opposite ones and sometimes the pattern of the correct and incorrect,Nothing unclear,Left,Male,Second image,Pattern of the correct and the incorrect,,,,,,,,,,250_Stims_1000_ISI,1,0.491596638655462,0.475177304964539
1070,98207,1061,26,At first I try to assume that there was some sort of pattern and whichever image showed first determined which image to choose but the time was too fast for me to effectively remember anything so at some point I just chose the image that I thought was prettier despite it rarely being accuraten,everything was clear ,Right,Female,Second image,I tried doing trial and error to see what gave me correct and incorrect answers  but again there were too many images too many connections for me to keep in my head ,,,,,,,,,,250_Stims_1000_ISI,1,0.529880478087649,0.534722222222222
1071,98271,1062,36,I would choose the object with the brightest colors  Or I would decide to pick one side only so many times and then alternate For example I would choose the left side 34 times and then switch to the right side I would alternate and decide whether or not I could be correct by selecting a certain amount of times,Maybe not unclear but I would of liked to know what would have been a best way to select the right answers,Right,Female,Second image, Like I mentioned in the other question I tried to select the brightest colored object ANd also choose by alternating each side I would choose the left side 3 times in a row and then alternate to choosing the right side 3 times in a row I would use different number of times per groups of questions,Black or African American,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.473895582329317,0.570422535211268
1072,98314,1063,33,I memorized a pattern after a while ,No I did think it was strange when it started and you hadnt told me what to choose ,Right,Female,First image,I named each image and ran it through my head as they ran ,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.760956175298805,0.539007092198582
1073,98330,1064,33,At first I picked which ones were the most appealing to me As the task moved on I noticed a pattern between which ones were correct and which ones were not so I tried my best to remember which ones were correct over specific patterns,No,Right,Female,First image,I tried to remember the patterns and which ones were correct compared to all the other patterns,Black or African American,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.784,0.595744680851064
1074,98388,1065,34,I remembered certain patterns Like there was a blue one that was never the right answer There was one that looked like a tie dyed star that was always the right answer If its purple and blue then the purple was normally the right answer ,No,Right,Female,First image,I remembered certain patterns Purple over blue that kind of thing I remembered that some images were never right and some were always right ,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.793650793650794,0.524475524475524
1075,98409,1066,32,They were repeated so many times throughout the rounds that eventually it became natural I memorized the ones that I thought were nice looking and went from there,No,Right,Female,Second image,I learned the ones that I thought were pretty or nice to look at first I took notice of what imaged won over the other and as the rounds continued I learned more and more images until my fingers pressed many correctly before my mind could even decide and many times they were correct If I began to think too much about it I would trip myself up and choose the wrong answer,American Indian or Alaska Native,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.783132530120482,0.58041958041958
1078,98611,1069,36,I tried to build an idea of the patterns that were occuring I identified a couple of colors that were typical losers and then built the relationships from there I cant say I got anywhere close the relationship between all of them but the two losers I identified helped as a starting point to get a little better in understanding the winners,No they made sense but I still made some mistakes mixing up the K and D when doing the task,Left,Male,Second image,I tried to identify typical losers colors and then build relationships beyond that I think I got two clear losers the interaction between those two and then a couple additional ones,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.605577689243028,0.514084507042254
1080,98787,1071,28,At first it was hard Finally I picked up on the pattern In fact I could probably successfully put them in order while theyre still on my mind,No The instructions were quite clear Thank you,Right,Female,Second image,I actually didnt have a strategy other than remembering the colors  odd images  putting them in order in my head ,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.865079365079365,0.583333333333333
1081,98891,1072,33,It was random at first until I started noticing a pattern then I narrowed it down little by little until I mostly had the order ,no,Right,Male,Second image,watching which image superseded the other and then build a databank in my mind ,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.840637450199203,0.615384615384615
1082,98899,1073,28,Based on gut response and prior patterns ,,Right,Female,Second image,No particular strategy was employed ,,,,,,,,,,250_Stims_1000_ISI,1,0.577689243027888,0.601398601398601
1083,98975,1074,29,I tried to pay attention to each pair and identify which choice was the correct one based on the feedback I received,I found the instructions to be perfectly clear,Left,Male,Second image,I tried to visualize the choices in relation to one another and look for any patterns that emerged I noticed that certain colors were frequently correct when paired with other specific choices,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.849206349206349,0.866197183098592
1085,99178,1076,30,As the game progressed I noticed there were patterns for which images were wrong or right I also noticed a certain image was always wrong and a certain image was always right ,At first I was unsure about how I was supposed to know which images were right and which ones were wrong,Right,Male,First image,I noticed patterns as the game progressed ,,,,,,,,,,250_Stims_1000_ISI,1,0.828685258964143,0.517730496453901
1086,99260,1077,31,After a few rounds I noticed certain patterns had a higher value than other patterns and I tried to memorize them like a card game of high and low,The instructions were clear and easy to follow,Right,Male,First image,I tried to associate each pattern to a number like from a deck of cards and play the game like a game of high low,Asian,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.841269841269841,0.556338028169014
1088,99492,1079,24,I tried to keep in mind the pairs and which symbol is chosen more often I kept in mind that there were two certain symbols one that should never be chosen and the other should always be chosen if shown I had a mental map of the precedence of symbols For example blue symbol  green symbol   pink symbol etc,No,Right,Female,First image,I had a mental map of what symbols are better than others Some symbols were better than all or most of the others Some were worse than all or most of the others I kept in mind the priorities of certain symbols,,,,,,,,,,250_Stims_1000_ISI,1,0.944444444444444,0.763888888888889
1089,99651,1080,35,I tried to see which patter I was getting the most correct on and would pick that one,no,Left,Male,Second image,I just looked at the patterns on the images and tried to see if those corresponded with correct answers,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.520325203252033,0.577464788732394
1092,99858,1083,23,I tried to find a pattern of which was consistently right and wrong and deciding if one always beat another out But the colors started to blue so it became harder and harder,I just didnt know how long each section would take ,Right,Female,First image,Again trying to find the pattern of which image was correct over other images and trying to delineate the heirarchy of the images Almost like assigning which image was greater than all the other images ,,,,,,,,,,250_Stims_1000_ISI,1,0.522088353413655,0.625
1093,99925,1084,30,Picked based on what I saw,no,Right,Female,Second image,no strategy,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.502092050209205,0.5
1095,99975,1086,32,After a few rounds I was able to see which colors ranked higher than others I just kept the order in my mind and compared the two colors I selected the one that was ranked higher after I learned the order,No everything was clear and easy to understand,Left,Male,Second image,Create a ranked list for each of the seven colors and keep that in my mindnn1 RedBlue Tie Dien2 Solid Bluen3 Goldn4 Greenn5 Purplen6 Tiger Stripen7 BlueYellow,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.920634920634921,0.666666666666667
